"Stratum","Period","Avg_Dist_Mean.OPP","Avg_Dist_Med.OPP","Avg_Dist_Q5.OPP","Avg_Dist_Q95.OPP"
"Canada","Before Warming",505.612438916606,483.794679404117,48.6650788277257,1104.9336215988
"Canada","During Warming",578.737378675743,570.220385087046,58.6069492943725,1249.02510973697
"USA","Before Warming",-72.3558450446225,-84.1988309210979,-292.78260117382,-11.8395687738657
"USA","During Warming",-81.3203556871541,-88.5713283172287,-275.008828067042,-13.4034139982397
