"Year","Lat","Lon","Abundance","Swept","Pred_TF"
0,41.693,-69.742167,0,0.0405,FALSE
0,41.886167,-69.743833,0,0.0405,FALSE
0,41.9355,-69.840333,0,0.0405,FALSE
0,41.797167,-69.643167,0,0.0405,FALSE
0,41.744167,-69.466833,0,0.0405,FALSE
0,41.6805,-69.1845,0,0.0405,FALSE
0,41.477667,-69.013,0,0.0405,FALSE
0,41.274333,-68.941167,0,0.0405,FALSE
0,41.256833,-68.933667,0,0.0405,FALSE
0,41.506667,-68.918833,0,0.0405,FALSE
0,41.561833,-68.592,0,0.0405,FALSE
0,41.822833,-68.674333,0,0.0405,FALSE
0,42.057167,-68.781,0,0.0405,FALSE
0,42.170333,-68.5715,0,0.0405,FALSE
0,41.854333,-68.57,0,0.0405,FALSE
0,41.574667,-68.465333,0,0.0405,FALSE
0,41.412167,-68.389167,0,0.0405,FALSE
0,41.835833,-68.1035,0,0.0405,FALSE
0,41.929,-67.808833,0,0.0405,FALSE
0,41.930833,-67.5535,0,0.0405,FALSE
0,42.111833,-67.62,0,0.0405,FALSE
0,41.897833,-67.143833,0,0.0405,FALSE
0,41.933,-66.832167,0,0.0405,FALSE
0,42.063,-66.799333,0,0.0405,FALSE
0,42.1645,-66.913167,0,0.0405,FALSE
0,42.165833,-66.84,0,0.0405,FALSE
0,42.152833,-66.68,0,0.0405,FALSE
0,44.927833,-60.868167,0,0.0405,FALSE
0,44.8615,-60.759333,0,0.0405,FALSE
0,45.187667,-60.611333,0,0.0405,FALSE
0,45.267333,-60.502,0,0.0405,FALSE
0,45.306667,-60.495833,0,0.0405,FALSE
0,45.445833,-59.965667,0,0.0405,FALSE
0,45.327,-59.691667,0,0.0405,FALSE
0,44.945833,-59.4165,0,0.0405,FALSE
0,44.982,-59.639167,0,0.0405,FALSE
0,44.900167,-59.663667,0,0.0405,FALSE
0,44.527167,-59.808167,0,0.0405,FALSE
0,44.319667,-59.237833,0,0.0405,FALSE
0,44.188667,-59.160667,0,0.0405,FALSE
0,44.280167,-59.6335,0,0.0405,FALSE
0,44.517167,-60.008333,0,0.0405,FALSE
0,44.6415,-60.2445,0,0.0405,FALSE
0,44.538167,-60.187833,0,0.0405,FALSE
0,44.404667,-60.181333,0,0.0405,FALSE
0,44.317833,-60.237167,0,0.0405,FALSE
0,44.315667,-60.3995,0,0.0405,FALSE
0,44.1985,-60.459333,0,0.0405,FALSE
0,44.0795,-60.398167,0,0.0405,FALSE
0,44.2645,-60.937,0,0.0405,FALSE
0,44.375,-61.091167,0,0.0405,FALSE
0,44.427333,-61.117333,0,0.0405,FALSE
0,43.985667,-60.786833,0,0.0405,FALSE
0,43.788667,-60.867,0,0.0405,FALSE
0,43.615,-60.663167,0,0.0405,FALSE
0,43.594333,-60.269667,0,0.0405,FALSE
0,43.68,-59.835667,0,0.0405,FALSE
0,43.801167,-60.037333,0,0.0405,FALSE
0,43.694167,-60.190667,0,0.0405,FALSE
0,43.604167,-60.7285,0,0.0405,FALSE
0,43.677667,-60.8125,0,0.0405,FALSE
0,43.584167,-61.109167,0,0.0405,FALSE
0,43.397667,-61.300333,0,0.0405,FALSE
0,43.504,-61.263333,0,0.0405,FALSE
0,43.549667,-61.265333,0,0.0405,FALSE
0,43.590667,-61.287667,0,0.0405,FALSE
0,43.675,-61.226333,0,0.0405,FALSE
0,43.628667,-61.468167,0,0.0405,FALSE
0,43.681667,-61.592833,0,0.0405,FALSE
0,43.718667,-61.576,0,0.0405,FALSE
0,43.795333,-61.469,0,0.0405,FALSE
0,43.9625,-61.3675,0,0.0405,FALSE
0,43.985833,-62.092333,0,0.0405,FALSE
0,43.700333,-61.915167,0,0.0405,FALSE
0,43.551,-61.877667,0,0.0405,FALSE
0,43.075,-62.708333,0,0.0405,FALSE
0,43.086,-62.372833,0,0.0405,FALSE
0,42.919333,-62.362167,0,0.0405,FALSE
0,43.681333,-59.567333,0,0.0405,FALSE
0,43.7605,-59.176333,0,0.0405,FALSE
0,44.105833,-58.912667,0,0.0405,FALSE
0,44.103667,-58.707,0,0.0405,FALSE
0,44.202667,-58.326333,0,0.0405,FALSE
0,44.408333,-58.282833,0,0.0405,FALSE
0,44.389833,-58.970333,0,0.0405,FALSE
0,44.424333,-59.172167,0,0.0405,FALSE
0,44.3755,-59.128333,0,0.0405,FALSE
0,44.505167,-59.036667,0,0.0405,FALSE
1,44.023333,-63.157833,0,0.0405,FALSE
1,43.87,-64.036667,0,0.0405,FALSE
1,43.746,-64.224,0,0.0405,FALSE
1,43.613833,-64.107667,0,0.0405,FALSE
1,43.4385,-64.003667,0,0.0405,FALSE
1,43.242333,-64.239333,0,0.0405,FALSE
1,43.468333,-64.276,0,0.0405,FALSE
1,43.605,-64.436167,0,0.0405,FALSE
1,43.4345,-64.751,0,0.0405,FALSE
1,43.312,-64.779333,0,0.0405,FALSE
1,43.243333,-64.822833,0,0.0405,FALSE
1,43.141833,-65.118333,0,0.0405,FALSE
1,43.0535,-65.278,0,0.0405,FALSE
1,42.883333,-65.396,0,0.0405,FALSE
1,42.8355,-65.6805,0,0.0405,FALSE
1,42.722167,-66.086167,0,0.0405,FALSE
1,42.696667,-66.529833,0,0.0405,FALSE
1,42.8475,-66.517333,0,0.0405,FALSE
1,42.866833,-66.574833,0,0.0405,FALSE
1,42.916667,-66.615,0,0.0405,FALSE
1,43.407167,-66.9295,0,0.0405,FALSE
1,43.684833,-67.085833,0,0.0405,FALSE
1,43.6725,-66.599667,0,0.0405,FALSE
1,44.347667,-66.4545,0,0.0405,FALSE
1,44.690833,-65.851167,0,0.0405,FALSE
1,44.840833,-65.882833,0,0.0405,FALSE
1,45.058333,-65.776667,0,0.0405,FALSE
1,45.156833,-65.194167,0,0.0405,FALSE
1,45.255,-65.310833,0,0.0405,FALSE
1,45.130333,-65.44,0,0.0405,FALSE
1,44.859167,-66.084167,0,0.0405,FALSE
1,44.849167,-66.2685,0,0.0405,FALSE
1,44.805333,-66.485,0,0.0405,FALSE
1,44.987167,-66.493,0,0.0405,FALSE
1,44.8515,-66.887,0,0.0405,FALSE
1,44.0945,-67.277333,0,0.0405,FALSE
1,43.897667,-67.355667,0,0.0405,FALSE
1,42.979833,-67.516833,0,0.0405,FALSE
1,42.537333,-67.311333,0,0.0405,FALSE
1,42.500333,-66.9195,0,0.0405,FALSE
1,42.537167,-66.7995,0,0.0405,FALSE
1,42.484833,-66.718,0,0.0405,FALSE
1,42.483333,-66.5955,0,0.0405,FALSE
1,41.884833,-66.275167,0,0.0405,FALSE
1,41.806333,-66.301167,0,0.0405,FALSE
1,41.597167,-66.428,0,0.0405,FALSE
1,41.401833,-66.388333,0,0.0405,FALSE
1,41.743,-66.005667,0,0.0405,FALSE
1,41.811333,-66.031667,0,0.0405,FALSE
1,41.867,-66.115667,0,0.0405,FALSE
1,41.887333,-65.986333,0,0.0405,FALSE
1,41.7725,-65.792,0,0.0405,FALSE
1,42.292,-65.453,0,0.0405,FALSE
1,42.562333,-65.731667,0,0.0405,FALSE
1,42.519,-65.197667,0,0.0405,FALSE
1,42.344333,-65.108,0,0.0405,FALSE
1,42.484167,-64.6905,0,0.0405,FALSE
1,42.7985,-64.886833,0,0.0405,FALSE
1,42.945333,-64.6405,0,0.0405,FALSE
1,43.128167,-64.104167,0,0.0405,FALSE
1,43.121167,-64.067,0,0.0405,FALSE
1,43.043667,-63.993333,0,0.0405,FALSE
1,42.902333,-63.731,0,0.0405,FALSE
1,42.827833,-63.641667,0,0.0405,FALSE
1,42.958,-63.359833,0,0.0405,FALSE
1,43.0435,-63.440167,0,0.0405,FALSE
1,43.1265,-63.417167,0,0.0405,FALSE
1,43.503333,-63.364333,0,0.0405,FALSE
1,43.063667,-63.005333,0,0.0405,FALSE
1,42.921167,-63.115833,0,0.0405,FALSE
1,42.810667,-62.9485,0,0.0405,FALSE
1,42.8365,-62.658,0,0.0405,FALSE
1,43.004333,-62.505667,0,0.0405,FALSE
1,43.3095,-62.753667,0,0.0405,FALSE
1,43.439667,-62.3465,0,0.0405,FALSE
1,43.153,-62.024833,0,0.0405,FALSE
1,43.104667,-62.0375,0,0.0405,FALSE
1,43.014833,-62.079667,0,0.0405,FALSE
1,42.958833,-62.113333,0,0.0405,FALSE
1,43.044333,-61.9485,0,0.0405,FALSE
1,43.2445,-61.641833,0,0.0405,FALSE
1,43.370333,-61.7285,0,0.0405,FALSE
1,43.426667,-61.827,0,0.0405,FALSE
1,43.436,-61.941833,0,0.0405,FALSE
1,43.3505,-61.472,0,0.0405,FALSE
1,43.307833,-61.388833,0,0.0405,FALSE
1,43.309333,-61.309,0,0.0405,FALSE
1,43.243,-61.335167,0,0.0405,FALSE
1,43.238167,-61.221667,0,0.0405,FALSE
1,43.307833,-61.199167,0,0.0405,FALSE
1,43.500167,-61.246833,0,0.0405,FALSE
1,43.342167,-61.126167,0,0.0405,FALSE
1,43.312667,-60.810833,0,0.0405,FALSE
1,43.417167,-60.340333,0,0.0405,FALSE
1,43.5835,-60.293833,0,0.0405,FALSE
1,43.802333,-60.381333,0,0.0405,FALSE
1,43.734167,-60.4425,0,0.0405,FALSE
1,43.674167,-60.609167,0,0.0405,FALSE
1,43.6095,-60.725,0,0.0405,FALSE
1,43.622833,-60.8455,0,0.0405,FALSE
1,43.860833,-61.0335,0,0.0405,FALSE
1,43.697,-61.350833,0,0.0405,FALSE
1,43.770333,-61.5625,0,0.0405,FALSE
1,44.037,-61.630833,0,0.0405,FALSE
1,44.028167,-61.225167,0,0.0405,FALSE
1,44.127,-61.1775,0,0.0405,FALSE
1,44.041333,-61.1065,0,0.0405,FALSE
1,43.9745,-60.8615,0,0.0405,FALSE
1,44.108,-60.925667,0,0.0405,FALSE
1,44.057333,-60.438,0,0.0405,FALSE
1,44.0505,-60.231667,0,0.0405,FALSE
1,44.221833,-60.077,0,0.0405,FALSE
1,44.308833,-60.215667,0,0.0405,FALSE
1,44.485,-60.365,0,0.0405,FALSE
1,44.433667,-60.4625,0,0.0405,FALSE
1,44.385167,-60.5395,0,0.0405,FALSE
1,44.418167,-60.641333,0,0.0405,FALSE
1,44.505333,-60.582167,0,0.0405,FALSE
1,44.739333,-60.356,0,0.0405,FALSE
1,44.607833,-60.626,0,0.0405,FALSE
1,44.507833,-60.777667,0,0.0405,FALSE
1,44.545167,-60.9465,0,0.0405,FALSE
1,44.599333,-61.094833,0,0.0405,FALSE
1,44.374333,-61.4415,0,0.0405,FALSE
1,44.599,-61.803333,0,0.0405,FALSE
1,44.371,-62.691833,0,0.0405,FALSE
1,44.4635,-62.412333,0,0.0405,FALSE
1,44.181667,-62.2155,0,0.0405,FALSE
1,44.102333,-61.8565,0,0.0405,FALSE
1,44.3085,-61.129167,0,0.0405,FALSE
1,44.210667,-60.743333,0,0.0405,FALSE
1,44.267667,-59.967167,0,0.0405,FALSE
1,44.684167,-59.727667,0,0.0405,FALSE
1,44.855833,-59.924833,0,0.0405,FALSE
1,44.851833,-59.5995,0,0.0405,FALSE
1,45.100833,-59.195333,0,0.0405,FALSE
1,44.821833,-59.383167,0,0.0405,FALSE
1,44.641833,-59.526,0,0.0405,FALSE
1,44.142833,-59.676667,0,0.0405,FALSE
1,44.1715,-59.469,0,0.0405,FALSE
1,43.822,-59.334,0,0.0405,FALSE
1,43.910167,-59.195,0,0.0405,FALSE
1,44.353667,-59.016333,0,0.0405,FALSE
1,44.501,-59.177,0,0.0405,FALSE
1,44.541167,-59.141667,0,0.0405,FALSE
1,44.545667,-58.99,0,0.0405,FALSE
1,44.625,-58.906833,0,0.0405,FALSE
1,44.813833,-58.5545,0,0.0405,FALSE
1,44.794333,-58.3445,0,0.0405,FALSE
1,44.619333,-58.521833,0,0.0405,FALSE
1,44.443667,-58.545167,0,0.0405,FALSE
1,44.382,-58.373833,0,0.0405,FALSE
1,44.283167,-58.447667,0,0.0405,FALSE
1,44.141333,-58.462,0,0.0405,FALSE
1,44.244667,-58.1445,0,0.0405,FALSE
1,44.405,-58.147167,0,0.0405,FALSE
1,44.356833,-57.7335,0,0.0405,FALSE
1,44.475833,-57.6855,0,0.0405,FALSE
1,44.504167,-57.4765,0,0.0405,FALSE
1,44.876333,-57.655667,0,0.0405,FALSE
1,44.731167,-57.895667,0,0.0405,FALSE
1,44.687333,-57.976333,0,0.0405,FALSE
1,44.8115,-58.033,0,0.0405,FALSE
1,44.879333,-58.1945,0,0.0405,FALSE
1,44.919333,-57.949833,0,0.0405,FALSE
1,45.068333,-57.544333,0,0.0405,FALSE
1,45.243667,-57.676167,0,0.0405,FALSE
1,45.260667,-57.962667,0,0.0405,FALSE
1,45.370333,-58.105833,0,0.0405,FALSE
1,45.259833,-58.437,0,0.0405,FALSE
1,45.169667,-58.527333,0,0.0405,FALSE
1,45.270167,-58.613667,0,0.0405,FALSE
1,45.545333,-59.090167,0,0.0405,FALSE
1,45.8235,-58.660167,0,0.0405,FALSE
1,46.038667,-58.7565,0,0.0405,FALSE
1,46.025333,-59.040833,0,0.0405,FALSE
1,46.087667,-59.031167,0,0.0405,FALSE
1,46.1395,-58.773833,0,0.0405,FALSE
1,46.178167,-58.823833,0,0.0405,FALSE
1,46.180667,-58.682333,0,0.0405,FALSE
1,46.2945,-58.807667,0,0.0405,FALSE
1,46.344,-59.158667,0,0.0405,FALSE
1,46.384,-59.667833,0,0.0405,FALSE
1,46.462,-59.594,0,0.0405,FALSE
1,46.983667,-60.079333,0,0.0405,FALSE
1,46.483833,-60.098333,0,0.0405,FALSE
1,46.311167,-59.741,0,0.0405,FALSE
1,46.140833,-59.379833,0,0.0405,FALSE
1,46.034833,-59.385167,0,0.0405,FALSE
1,45.2865,-60.082333,0,0.0405,FALSE
0,42.7,-69.183333,2,0.0384,FALSE
0,43.533333,-66.683333,1,0.0384,FALSE
0,43.566667,-66.983333,1,0.0384,FALSE
2,41.533333,-69.483333,1,0.0384,FALSE
2,41.266667,-67.616667,1,0.0384,FALSE
2,41.9,-65.85,1,0.0384,FALSE
2,42.15,-66.9,2,0.0384,FALSE
2,44.35,-67.716667,2,0.0384,FALSE
2,44.316667,-67.75,2,0.0384,FALSE
2,42.983333,-70.033333,1,0.0384,FALSE
2,38.666667,-73.316667,0,0.0384,FALSE
2,39.8,-73.316667,0,0.0384,FALSE
2,39.333333,-73.3,0,0.0384,FALSE
0,40.033333,-73.3,0,0.0384,FALSE
2,38.55,-73.283333,0,0.0384,FALSE
0,39.333333,-73.266667,0,0.0384,FALSE
0,40.333333,-73.233333,0,0.0384,FALSE
0,40.1,-73.183333,0,0.0384,FALSE
0,38.616667,-73.166667,0,0.0384,FALSE
0,39.083333,-73.166667,0,0.0384,FALSE
0,38.716667,-73.116667,0,0.0384,FALSE
0,38.866667,-73.083333,0,0.0384,FALSE
2,38.966667,-73.05,0,0.0384,FALSE
2,39.383333,-73.05,0,0.0384,FALSE
2,39.75,-73.05,0,0.0384,FALSE
2,39.716667,-73.033333,0,0.0384,FALSE
2,38.833333,-72.916667,0,0.0384,FALSE
2,38.966667,-72.9,0,0.0384,FALSE
2,39.333333,-72.866667,0,0.0384,FALSE
2,40.333333,-72.866667,0,0.0384,FALSE
0,39.283333,-72.816667,0,0.0384,FALSE
2,39.75,-72.816667,0,0.0384,FALSE
0,39.15,-72.8,0,0.0384,FALSE
2,39.416667,-72.666667,0,0.0384,FALSE
2,39.533333,-72.666667,0,0.0384,FALSE
2,39.666667,-72.65,0,0.0384,FALSE
0,39.366667,-72.633333,0,0.0384,FALSE
2,39.333333,-72.616667,0,0.0384,FALSE
0,40.55,-72.583333,0,0.0384,FALSE
0,40.183333,-72.55,0,0.0384,FALSE
0,39.3,-72.466667,0,0.0384,FALSE
2,39.533333,-72.433333,0,0.0384,FALSE
0,40.083333,-72.433333,0,0.0384,FALSE
2,40.233333,-72.433333,0,0.0384,FALSE
2,40.066667,-72.233333,0,0.0384,FALSE
0,40.433333,-72.233333,0,0.0384,FALSE
0,40.316667,-72.216667,0,0.0384,FALSE
2,40.85,-72.183333,0,0.0384,FALSE
0,40.033333,-72.166667,0,0.0384,FALSE
2,40.533333,-72.05,0,0.0384,FALSE
2,39.783333,-71.966667,0,0.0384,FALSE
0,39.933333,-71.966667,0,0.0384,FALSE
0,40.683333,-71.9,0,0.0384,FALSE
0,40.85,-71.883333,0,0.0384,FALSE
0,39.766667,-71.866667,0,0.0384,FALSE
2,40.166667,-71.766667,0,0.0384,FALSE
2,40.666667,-71.683333,0,0.0384,FALSE
0,40.116667,-71.666667,0,0.0384,FALSE
2,40.933333,-71.65,0,0.0384,FALSE
2,40.45,-71.6,0,0.0384,FALSE
0,40.683333,-71.55,0,0.0384,FALSE
2,39.916667,-71.533333,0,0.0384,FALSE
0,40.433333,-71.483333,0,0.0384,FALSE
2,40.45,-71.433333,0,0.0384,FALSE
2,41.066667,-71.383333,0,0.0384,FALSE
0,40.116667,-71.366667,0,0.0384,FALSE
2,40.2,-71.35,0,0.0384,FALSE
0,40.55,-71.35,0,0.0384,FALSE
0,41.15,-71.35,0,0.0384,FALSE
0,40.683333,-71.166667,0,0.0384,FALSE
0,40.416667,-71.15,0,0.0384,FALSE
0,40.05,-71.083333,0,0.0384,FALSE
2,40.15,-71.066667,0,0.0384,FALSE
2,40.283333,-71.016667,0,0.0384,FALSE
0,40.316667,-71.016667,0,0.0384,FALSE
0,40.933333,-70.983333,0,0.0384,FALSE
2,41.016667,-70.983333,0,0.0384,FALSE
2,40.6,-70.95,0,0.0384,FALSE
2,40.25,-70.933333,0,0.0384,FALSE
0,41.016667,-70.9,0,0.0384,FALSE
0,40.15,-70.883333,0,0.0384,FALSE
2,41.05,-70.833333,0,0.0384,FALSE
0,40.816667,-70.733333,0,0.0384,FALSE
0,40.233333,-70.683333,0,0.0384,FALSE
2,42.783333,-70.6,0,0.0384,FALSE
2,42.333333,-70.566667,0,0.0384,FALSE
0,40.5,-70.466667,0,0.0384,FALSE
2,41.05,-70.45,0,0.0384,FALSE
0,40.166667,-70.416667,0,0.0384,FALSE
2,42.116667,-70.416667,0,0.0384,FALSE
2,40.583333,-70.4,0,0.0384,FALSE
0,42.816667,-70.4,0,0.0384,FALSE
0,40.033333,-70.383333,0,0.0384,FALSE
0,40.966667,-70.383333,0,0.0384,FALSE
0,42.35,-70.366667,0,0.0384,FALSE
2,42.95,-70.366667,0,0.0384,FALSE
0,43,-70.366667,0,0.0384,FALSE
2,42.633333,-70.333333,0,0.0384,FALSE
0,42.133333,-70.316667,0,0.0384,FALSE
2,43.183333,-70.316667,0,0.0384,FALSE
2,40.316667,-70.283333,0,0.0384,FALSE
2,42.433333,-70.233333,0,0.0384,FALSE
0,43.183333,-70.216667,0,0.0384,FALSE
2,40.683333,-70.2,0,0.0384,FALSE
0,42.4,-70.183333,0,0.0384,FALSE
0,40.75,-70.133333,0,0.0384,FALSE
0,42.183333,-70.116667,0,0.0384,FALSE
0,42.366667,-70.116667,0,0.0384,FALSE
2,43.35,-70.1,0,0.0384,FALSE
0,43.333333,-70.05,0,0.0384,FALSE
0,40.216667,-70.016667,0,0.0384,FALSE
2,43.066667,-70.016667,0,0.0384,FALSE
2,42.15,-69.966667,0,0.0384,FALSE
0,42.15,-69.916667,0,0.0384,FALSE
2,43.45,-69.916667,0,0.0384,FALSE
2,40.366667,-69.883333,0,0.0384,FALSE
0,43.616667,-69.883333,0,0.0384,FALSE
0,40.6,-69.85,0,0.0384,FALSE
0,43.016667,-69.85,0,0.0384,FALSE
2,40.683333,-69.833333,0,0.0384,FALSE
2,41.716667,-69.833333,0,0.0384,FALSE
2,40.5,-69.816667,0,0.0384,FALSE
2,41.816667,-69.816667,0,0.0384,FALSE
2,43.033333,-69.8,0,0.0384,FALSE
0,42.3,-69.783333,0,0.0384,FALSE
2,40.583333,-69.766667,0,0.0384,FALSE
0,41.733333,-69.766667,0,0.0384,FALSE
0,42.383333,-69.75,0,0.0384,FALSE
0,42.683333,-69.75,0,0.0384,FALSE
0,43.133333,-69.75,0,0.0384,FALSE
2,42.416667,-69.7,0,0.0384,FALSE
2,41.733333,-69.683333,0,0.0384,FALSE
0,42.1,-69.666667,0,0.0384,FALSE
0,40.233333,-69.65,0,0.0384,FALSE
2,41.666667,-69.616667,0,0.0384,FALSE
2,42.7,-69.616667,0,0.0384,FALSE
2,40.716667,-69.566667,0,0.0384,FALSE
0,41.566667,-69.566667,0,0.0384,FALSE
0,41.633333,-69.55,0,0.0384,FALSE
0,40.716667,-69.516667,0,0.0384,FALSE
2,39.916667,-69.5,0,0.0384,FALSE
0,39.966667,-69.5,0,0.0384,FALSE
2,42.166667,-69.483333,0,0.0384,FALSE
