"","Index_Region","Time","Category","Index_Estimate","Index_SD","Date","Year","Season","YearGroup","Km2","Total_Estimate","Proportion","Proportion_SD","Total_density_Estimate","All_density_SD","CA_density_Estimate","CA_density_SD","ProportionalDensity","ProportionalDensity_SD"
"117","Browns",52,1,422792.573912566,96718.2996011567,51-06-29,2007,"Spring",18,22653.5507260447,1656839.53213673,25.5,5.8,1.943301168764,0.113440548109932,18.6634130351355,4.26945430192363,960.4,219.7
"118","Browns",87,1,356086.532177362,86348.6022080944,87-05-03,2019,"Spring",30,22653.5507260447,3206348.41745718,11.1,2.7,3.76071460527834,0.101277967079723,15.718795542633,3.81170277685519,418,101.4
"119","Browns",64,1,1198397.42449747,308127.363652242,64-06-02,2011,"Summer",22,22653.5507260447,4105978.90216979,29.2,7.5,4.81588798718281,0.361401484150583,52.9010855291516,13.6017248412184,1098.5,282.4
"120","Browns",56,1,343368.588158937,111929.773627758,56-06-05,2008,"Fall",19,22653.5507260447,1803072.99043735,19,6.2,2.11481786963696,0.131282031658068,15.1573849199793,4.94093729417319,716.7,233.6
"121","Browns",65,1,451978.694793213,143232.216566922,65-07-29,2011,"Fall",22,22653.5507260447,2683435.8739475,16.8,5.3,3.14739235091783,0.167996555164394,19.9517815224249,6.3227269887651,633.9,200.9
"122","Browns",82,1,301927.042963371,69304.6124244422,82-06-30,2017,"Summer",28,22653.5507260447,2690044.86135681,11.2,2.6,3.15514400864192,0.0812871323461637,13.328022905312,3.05932669286863,422.4,97
"123","Browns",66,1,492946.67302892,107217.363827509,66-05-08,2012,"Spring",23,22653.5507260447,2975655.52813056,16.6,3.6,3.49013573945673,0.125754863036789,21.7602387806774,4.73291649172867,623.5,135.6
"124","Browns",93,1,376641.008592069,133933.843094975,94-06-07,2021,"Summer",32,22653.5507260447,2851077.52592987,13.2,4.7,3.34401864568683,0.157090526134332,16.6261357059159,5.91226711938768,497.2,176.8
"125","Browns",77,1,362889.938760328,108921.503961834,77-07-10,2015,"Fall",26,22653.5507260447,2971302.84294151,12.2,3.7,3.48503049054693,0.127753642912895,16.0191196139118,4.80814267392562,459.7,138
"126","Browns",92,1,399571.971205093,147389.392178447,92-06-02,2020,"Fall",31,22653.5507260447,3211935.82049624,12.4,4.6,3.76726805034381,0.172872491589098,17.6383815516261,6.50623798277214,468.2,172.7
"127","Browns",42,1,226747.9533886,74445.126494477,43-06-15,2004,"Summer",15,22653.5507260447,1069507.94638263,21.2,7,1.25442204986948,0.0873164229362207,10.0093780498573,3.28624538354986,797.9,262
