"","Index_Region","Period","term","estimate","std.error","statistic","p.value","conf.low","conf.high","ordRegion"
"1","Canada","Before Warming","Year",-0.00443628222517354,0.00404806342265551,-1.0959023518123,0.291616058389597,-0.0131185147659321,0.00424595031558498,"Canada"
"2","Canada","During Warming","Year",0.0185031962932815,0.00240433323372001,7.69577030079694,9.13650900280405e-07,0.0134062375300247,0.0236001550565384,"Canada"
"3","USA","Before Warming","Year",2.20458457726993e-05,0.00521663790333836,0.00422606402460695,0.996687727606317,-0.0111665296849949,0.0112106213765403,"USA"
"4","USA","During Warming","Year",-0.0029581731927536,0.00492992785615486,-0.600043911202558,0.55688065944794,-0.0134091533797948,0.00749280699428755,"USA"
