"","Index_Region","Period","term","estimate","std.error","statistic","p.value","conf.low","conf.high","ordRegion"
"1","Canada","Before Warming","Year",-10192.4877328213,9701.30089363977,-1.05063102820607,0.311226258955893,-30999.7087449849,10614.7332793424,"Canada"
"2","Canada","During Warming","Year",105853.82288696,13045.4300359428,8.11424557069498,4.61138510379278e-07,78198.746623145,133508.899150776,"Canada"
"3","USA","Before Warming","Year",38.0062060685868,817.142758539384,0.0465110969551044,0.963559845832769,-1714.59070457512,1790.60311671229,"USA"
"4","USA","During Warming","Year",-1742.20337710965,2225.34394749239,-0.782891731892877,0.445124576894232,-6459.72180398872,2975.31504976942,"USA"
