"Category","Time","Stratum","Units","Estimate","Std. Error for Estimate","Std. Error for ln(Estimate)"
"1","21","Stratum_11"," [count*km2/km2]",11821.2727248146,4205.6698907935,0.39802000438128
"1","22","Stratum_11"," [count*km2/km2]",10521.9802385205,4087.0855001094,0.440446765358446
"1","23","Stratum_11"," [count*km2/km2]",8630.55577178724,3282.2001212081,0.431517804928324
"1","24","Stratum_11"," [count*km2/km2]",10700.7943927848,3611.13609934364,0.363999495370628
"1","25","Stratum_11"," [count*km2/km2]",8511.82470727707,3425.68960973319,0.455569508810016
"1","26","Stratum_11"," [count*km2/km2]",8071.54794577252,3141.13889727842,0.435634472391491
"1","27","Stratum_11"," [count*km2/km2]",9311.31109900496,3305.94762482784,0.385716334769868
"1","28","Stratum_11"," [count*km2/km2]",7920.1853617319,3238.69514771571,0.46171355785687
"1","29","Stratum_11"," [count*km2/km2]",7504.33040539506,3025.79437663857,0.445197667109551
"1","30","Stratum_11"," [count*km2/km2]",10112.837247886,3591.01606846843,0.375957232854346
"1","31","Stratum_11"," [count*km2/km2]",6786.37408987461,2770.05649821835,0.460950488683115
"1","32","Stratum_11"," [count*km2/km2]",5330.95818274721,2125.92846144296,0.448245184015818
"1","33","Stratum_11"," [count*km2/km2]",7770.14331512441,2831.7926779516,0.39924326787055
"1","34","Stratum_11"," [count*km2/km2]",6294.51702107127,2566.48317870731,0.456416097718663
"1","35","Stratum_11"," [count*km2/km2]",7679.09985938037,3050.28733723716,0.445789968801258
"1","36","Stratum_11"," [count*km2/km2]",9630.39575039432,3434.23108418546,0.390991576277563
"1","37","Stratum_11"," [count*km2/km2]",9791.99953183005,3923.92930524528,0.447720769035103
"1","38","Stratum_11"," [count*km2/km2]",8340.51013872286,3280.76647946572,0.432852791158983
"1","39","Stratum_11"," [count*km2/km2]",11283.0304541603,4057.82804963333,0.391453963221856
"1","40","Stratum_11"," [count*km2/km2]",9048.21600550223,3591.96449905824,0.443963399677905
"1","41","Stratum_11"," [count*km2/km2]",6680.91061772703,2591.57809963788,0.436493198597627
"1","42","Stratum_11"," [count*km2/km2]",9813.85410105181,3426.89088813701,0.380692303034743
"1","43","Stratum_11"," [count*km2/km2]",9746.87439779688,3819.96856598484,0.439650856414603
"1","44","Stratum_11"," [count*km2/km2]",9450.55926393495,3543.44164718342,0.419408549046333
"1","45","Stratum_11"," [count*km2/km2]",14515.4619188643,4574.39464941564,0.337512905223508
"1","46","Stratum_11"," [count*km2/km2]",15108.9291559769,5832.66550332198,0.437767270296845
"1","47","Stratum_11"," [count*km2/km2]",11867.1542561711,4456.14865924143,0.421088966185882
"1","48","Stratum_11"," [count*km2/km2]",16195.1041496916,4800.88381204742,0.308960215492357
"1","49","Stratum_11"," [count*km2/km2]",11527.4928929659,4331.11564362392,0.426247352571277
"1","50","Stratum_11"," [count*km2/km2]",10900.1123141867,3909.74295070673,0.405183517184452
"1","51","Stratum_11"," [count*km2/km2]",16339.8447432945,5169.36809668071,0.340080563982167
"1","52","Stratum_11"," [count*km2/km2]",16282.4300075314,6157.51057874965,0.428504495557574
"1","53","Stratum_11"," [count*km2/km2]",11938.2795417116,4369.249233163,0.415202524703788
"1","54","Stratum_11"," [count*km2/km2]",16140.4229648512,5130.94011915464,0.347139405202714
"1","55","Stratum_11"," [count*km2/km2]",17613.0713200731,6609.2777281754,0.428432724574767
"1","56","Stratum_11"," [count*km2/km2]",13746.936300996,4945.343028928,0.409118846273005
"1","57","Stratum_11"," [count*km2/km2]",21316.9531834888,6857.05660464076,0.345725175295187
"1","58","Stratum_11"," [count*km2/km2]",17136.678089131,6363.79324191512,0.419592932260417
"1","59","Stratum_11"," [count*km2/km2]",17097.3331595162,6332.35815135405,0.421761305929634
"1","60","Stratum_11"," [count*km2/km2]",18655.8578778011,5938.85393195242,0.353274793463602
"1","61","Stratum_11"," [count*km2/km2]",23903.5878935544,8884.38252008213,0.425211487664049
"1","62","Stratum_11"," [count*km2/km2]",19270.0234112401,6774.03363410441,0.398612929862132
"1","63","Stratum_11"," [count*km2/km2]",20888.2200719261,5904.79878510899,0.305409638954546
"1","64","Stratum_11"," [count*km2/km2]",24719.1234736737,8882.55594399817,0.408690339020691
"1","65","Stratum_11"," [count*km2/km2]",18663.5437744979,6417.32058423404,0.392041440415063
"1","66","Stratum_11"," [count*km2/km2]",21526.4426763385,6259.16492898042,0.308632155770166
"1","67","Stratum_11"," [count*km2/km2]",14626.5839839644,5351.05174156434,0.422041469983472
"1","68","Stratum_11"," [count*km2/km2]",11686.7769362043,4191.7460430522,0.418801892688902
"1","69","Stratum_11"," [count*km2/km2]",21543.0284063089,6512.96429109687,0.336852922226126
"1","70","Stratum_11"," [count*km2/km2]",14732.9645406379,5264.53967712224,0.416450558827492
"1","71","Stratum_11"," [count*km2/km2]",12621.2446177974,4485.75717687741,0.418431981120763
"1","72","Stratum_11"," [count*km2/km2]",13564.2479316999,4213.76600084766,0.34868327334248
"1","73","Stratum_11"," [count*km2/km2]",14347.6168862265,5351.84975488099,0.438299536900538
"1","74","Stratum_11"," [count*km2/km2]",12197.4333370274,4390.64274429111,0.424626434008625
"1","75","Stratum_11"," [count*km2/km2]",22086.7823851634,6778.65896863227,0.344530682949829
"1","76","Stratum_11"," [count*km2/km2]",19301.2215647119,7323.95900262495,0.447293046060013
"1","77","Stratum_11"," [count*km2/km2]",16241.1309369569,5858.50783320008,0.415931970398527
"1","78","Stratum_11"," [count*km2/km2]",22247.7111998456,6316.80825919091,0.309418652109312
"1","79","Stratum_11"," [count*km2/km2]",22998.9811638721,8035.19314707581,0.392120900439179
"1","80","Stratum_11"," [count*km2/km2]",17994.5434706136,6461.70746136928,0.415170317589268
"1","81","Stratum_11"," [count*km2/km2]",29904.9822762986,8773.8832218348,0.310908828393956
"1","82","Stratum_11"," [count*km2/km2]",19660.452672944,7235.4904607658,0.429328013970425
"1","83","Stratum_11"," [count*km2/km2]",15744.5961154211,5545.36610572087,0.412868735150283
"1","84","Stratum_11"," [count*km2/km2]",26425.0684178354,8014.09951838168,0.330770524244924
"1","85","Stratum_11"," [count*km2/km2]",19136.0996087539,7231.17294000371,0.44594603351994
"1","86","Stratum_11"," [count*km2/km2]",13557.433854514,4922.41399152043,0.431053669406609
"1","87","Stratum_11"," [count*km2/km2]",21627.4973644007,6666.55995357883,0.344164124078519
"1","88","Stratum_11"," [count*km2/km2]",20559.1612284921,7840.88954293728,0.4444210836285
"1","89","Stratum_11"," [count*km2/km2]",15926.0004415741,6084.34728557292,0.456199770427895
"1","90","Stratum_11"," [count*km2/km2]",25314.0343767748,10145.0471135918,0.484952736327711
"1","91","Stratum_11"," [count*km2/km2]",17679.2505344419,7643.56960732087,0.536623884932657
"1","92","Stratum_11"," [count*km2/km2]",16946.8821143806,7435.0940918973,0.554149667425315
"1","93","Stratum_11"," [count*km2/km2]",23971.0882985335,10454.5297877572,0.538796047011672
"1","94","Stratum_11"," [count*km2/km2]",16510.0597715979,7675.75856210428,0.591801376625157
"1","95","Stratum_11"," [count*km2/km2]",15418.6005682178,7165.24664889734,0.59270085314532
"1","96","Stratum_11"," [count*km2/km2]",23975.1886864681,10972.092599888,0.578501879492425
"1","97","Stratum_11"," [count*km2/km2]",16606.6170619483,8068.87943753527,0.635580359844168
"1","98","Stratum_11"," [count*km2/km2]",14648.1980795013,7218.9698229471,0.648113295699599
"1","99","Stratum_11"," [count*km2/km2]",23146.9240948325,11255.2124035011,0.629261034188958
"1","100","Stratum_11"," [count*km2/km2]",13426.8119104541,6909.11160980659,0.695653820267328
"1","101","Stratum_11"," [count*km2/km2]",14937.779118345,7655.93359702822,0.687208015727145
"1","0","Stratum_12"," [count*km2/km2]",15223.9924927317,7991.4883551534,0.669959688326607
"1","1","Stratum_12"," [count*km2/km2]",15473.5956844761,7773.33363123296,0.599206165464056
"1","2","Stratum_12"," [count*km2/km2]",17125.0195940437,8695.14120403718,0.61999489734991
"1","3","Stratum_12"," [count*km2/km2]",22772.4400356451,11519.4721095897,0.602710132494258
"1","4","Stratum_12"," [count*km2/km2]",16047.6452376275,8041.19340754118,0.582682571378769
"1","5","Stratum_12"," [count*km2/km2]",15563.0884970644,7878.98728132776,0.597424807682564
"1","6","Stratum_12"," [count*km2/km2]",16976.1319706069,8783.6783171154,0.61522104487776
"1","7","Stratum_12"," [count*km2/km2]",12069.2966172068,6092.11346788645,0.564361088959028
"1","8","Stratum_12"," [count*km2/km2]",13937.0304568511,6984.62386214002,0.578300514230442
"1","9","Stratum_12"," [count*km2/km2]",18828.3774235919,9118.90247803005,0.5285150231465
"1","10","Stratum_12"," [count*km2/km2]",10551.0158063555,5278.08507980474,0.572232149202872
"1","11","Stratum_12"," [count*km2/km2]",12813.7667423458,6373.52362353857,0.565061419528889
"1","12","Stratum_12"," [count*km2/km2]",19277.5796330911,8960.38069400319,0.495959943387064
"1","13","Stratum_12"," [count*km2/km2]",10631.1509004703,4724.69942521868,0.470973353106456
"1","14","Stratum_12"," [count*km2/km2]",14057.3623267336,6701.23378880644,0.531770476119229
"1","15","Stratum_12"," [count*km2/km2]",23180.1600925818,10195.4866750103,0.464799767981346
"1","16","Stratum_12"," [count*km2/km2]",14749.9063988121,6412.30984027129,0.458508522166205
"1","17","Stratum_12"," [count*km2/km2]",16531.7105070777,7710.23743726976,0.510624542993964
"1","18","Stratum_12"," [count*km2/km2]",20060.2376087283,8984.62607981639,0.474039138636852
"1","19","Stratum_12"," [count*km2/km2]",13467.0603378741,5835.73113726184,0.448652723115456
"1","20","Stratum_12"," [count*km2/km2]",17874.0712901909,8146.3328642271,0.493627449796659
"1","21","Stratum_12"," [count*km2/km2]",24079.6747596052,10567.6733191749,0.466157370542438
"1","22","Stratum_12"," [count*km2/km2]",14684.8121717884,6224.30543730399,0.445456385062856
"1","23","Stratum_12"," [count*km2/km2]",18208.0486064348,8268.98360225954,0.489826848406457
"1","24","Stratum_12"," [count*km2/km2]",25749.5294324623,10862.2584663322,0.446365366946558
"1","25","Stratum_12"," [count*km2/km2]",13247.387710391,6067.47485511859,0.49319668346844
"1","26","Stratum_12"," [count*km2/km2]",17267.0301053166,7790.01596323265,0.48569933209332
"1","27","Stratum_12"," [count*km2/km2]",21820.7443040696,9117.23672071729,0.442799020748617
"1","28","Stratum_12"," [count*km2/km2]",15116.6227786742,6647.03902705468,0.462998800047683
"1","29","Stratum_12"," [count*km2/km2]",16856.7779575119,7433.91673884814,0.473469432740364
"1","30","Stratum_12"," [count*km2/km2]",22714.4992602873,9332.25802793138,0.437067577962562
"1","31","Stratum_12"," [count*km2/km2]",15577.0092972804,6272.08657024801,0.418184391890385
"1","32","Stratum_12"," [count*km2/km2]",18496.0961274628,7894.20851561774,0.457360295205959
"1","33","Stratum_12"," [count*km2/km2]",28056.6879021731,11315.9219833357,0.428330061193357
"1","34","Stratum_12"," [count*km2/km2]",24699.7319272689,9657.34700883527,0.402073395353184
"1","35","Stratum_12"," [count*km2/km2]",22893.2696660064,9482.85955106958,0.445235243065284
"1","36","Stratum_12"," [count*km2/km2]",27334.6448992041,10941.8010676274,0.428655530733611
"1","37","Stratum_12"," [count*km2/km2]",19310.155149941,7605.40144776531,0.403027519401765
"1","38","Stratum_12"," [count*km2/km2]",21522.9749356626,8829.51035944729,0.443974915874283
"1","39","Stratum_12"," [count*km2/km2]",35675.728177028,14369.0525629546,0.433338965927065
"1","40","Stratum_12"," [count*km2/km2]",21299.3192598432,8417.21079760299,0.419866833728115
"1","41","Stratum_12"," [count*km2/km2]",25855.190306976,10394.1120194834,0.439624465980316
"1","42","Stratum_12"," [count*km2/km2]",33948.3643258639,12857.4458796564,0.409794072607818
"1","43","Stratum_12"," [count*km2/km2]",23376.4941192439,9114.48822887276,0.416948538895255
"1","44","Stratum_12"," [count*km2/km2]",27689.9818894608,10963.4377024099,0.438557359010299
"1","45","Stratum_12"," [count*km2/km2]",34130.6661274366,12555.3048148411,0.406750246622605
"1","46","Stratum_12"," [count*km2/km2]",25636.4370373,9031.28977995439,0.377329819964678
"1","47","Stratum_12"," [count*km2/km2]",32106.8975378478,12231.9619832149,0.42682036892098
"1","48","Stratum_12"," [count*km2/km2]",45625.2640410969,17448.9573423572,0.426178046096261
"1","49","Stratum_12"," [count*km2/km2]",40078.7618162632,15003.2141438178,0.391831123294318
"1","50","Stratum_12"," [count*km2/km2]",41332.8112774272,15650.9153379521,0.423322691272252
"1","51","Stratum_12"," [count*km2/km2]",60000.6053208078,22282.8341006541,0.411131443929535
"1","52","Stratum_12"," [count*km2/km2]",42487.7761288636,14861.0507097665,0.374165595998819
"1","53","Stratum_12"," [count*km2/km2]",48936.7838662061,17937.2884007288,0.411267435453072
"1","54","Stratum_12"," [count*km2/km2]",64340.8702350981,23198.3640711326,0.40148072324755
"1","55","Stratum_12"," [count*km2/km2]",56060.354953716,19349.4860707066,0.375874787921251
"1","56","Stratum_12"," [count*km2/km2]",59452.4293261631,21270.3954913841,0.403068012498074
"1","57","Stratum_12"," [count*km2/km2]",90214.565621241,32649.4225679565,0.401515959255509
"1","58","Stratum_12"," [count*km2/km2]",68424.5864587301,21959.1109247706,0.340391927385714
"1","59","Stratum_12"," [count*km2/km2]",73524.7260026492,25770.4545934111,0.394513123287278
"1","60","Stratum_12"," [count*km2/km2]",86184.4665468057,30157.5808238306,0.39337229371503
"1","61","Stratum_12"," [count*km2/km2]",71512.3362096896,22631.515235999,0.340103780470407
"1","62","Stratum_12"," [count*km2/km2]",85853.9708642247,29727.2119086941,0.39150837547606
"1","63","Stratum_12"," [count*km2/km2]",115651.347028997,40641.7897788438,0.390870362310508
"1","64","Stratum_12"," [count*km2/km2]",125389.993783194,38052.2848254186,0.320495657612267
"1","65","Stratum_12"," [count*km2/km2]",105098.608306097,36359.6982257633,0.390549074587685
"1","66","Stratum_12"," [count*km2/km2]",127522.922549009,44351.1371954931,0.388209053390242
"1","67","Stratum_12"," [count*km2/km2]",101022.738158934,30451.393025264,0.323430755935301
"1","68","Stratum_12"," [count*km2/km2]",112399.513532144,38601.3907638224,0.38836932266323
"1","69","Stratum_12"," [count*km2/km2]",135613.40631564,46466.9282408158,0.379624197192861
"1","70","Stratum_12"," [count*km2/km2]",111965.481683791,32377.1218029123,0.302711544624952
"1","71","Stratum_12"," [count*km2/km2]",115732.071452482,39382.6456184848,0.384024575861733
"1","72","Stratum_12"," [count*km2/km2]",111618.218055915,37996.919612119,0.381280219155958
"1","73","Stratum_12"," [count*km2/km2]",104549.07751007,30650.8041077671,0.315333177705733
"1","74","Stratum_12"," [count*km2/km2]",120234.366508563,41160.3415512679,0.388940034644462
"1","75","Stratum_12"," [count*km2/km2]",167015.111441581,59345.2276439529,0.400739820906168
"1","76","Stratum_12"," [count*km2/km2]",123474.927638247,35920.3825764322,0.309728402546575
"1","77","Stratum_12"," [count*km2/km2]",135471.126023222,46666.6134727941,0.390696840547955
"1","78","Stratum_12"," [count*km2/km2]",155719.473856622,54521.3042222447,0.391475273762811
"1","79","Stratum_12"," [count*km2/km2]",99285.2792404907,30902.0049267268,0.328090465893025
"1","80","Stratum_12"," [count*km2/km2]",108254.257645167,37525.3074187962,0.38838970244668
"1","81","Stratum_12"," [count*km2/km2]",147370.344058935,51927.0170546666,0.392394350742865
"1","82","Stratum_12"," [count*km2/km2]",112228.635508669,34638.7903617725,0.327504313459344
"1","83","Stratum_12"," [count*km2/km2]",138052.621229633,48936.4003480117,0.399002863978594
"1","84","Stratum_12"," [count*km2/km2]",138048.061216172,48964.3630500768,0.398002426835069
"1","85","Stratum_12"," [count*km2/km2]",175624.232127444,65381.3645965492,0.424698933410491
"1","86","Stratum_12"," [count*km2/km2]",138555.254563779,50408.9970578922,0.414144051353203
"1","87","Stratum_12"," [count*km2/km2]",163510.874501201,59629.7897291246,0.407763009002758
"1","88","Stratum_12"," [count*km2/km2]",96993.9644155894,29801.5415754847,0.323821003634105
"1","89","Stratum_12"," [count*km2/km2]",138861.590631395,51461.5769289296,0.420489275595645
"1","90","Stratum_12"," [count*km2/km2]",110891.957477955,40976.1718898534,0.418186187562913
"1","91","Stratum_12"," [count*km2/km2]",113914.924099377,43168.9117478588,0.436069815544231
"1","92","Stratum_12"," [count*km2/km2]",140500.965449522,55706.2734451066,0.457557009092782
"1","93","Stratum_12"," [count*km2/km2]",129665.195642961,50513.7127390433,0.4433287661361
"1","94","Stratum_12"," [count*km2/km2]",173297.160202071,73182.2413189297,0.492468306002168
"1","95","Stratum_12"," [count*km2/km2]",139102.655801219,58196.1824458589,0.487568471057412
"1","96","Stratum_12"," [count*km2/km2]",147694.937895366,60553.8751882203,0.469896911846534
"1","97","Stratum_12"," [count*km2/km2]",171673.768726619,76075.3264078183,0.521940197260869
"1","98","Stratum_12"," [count*km2/km2]",137729.497788381,60459.0152487881,0.51627571435338
"1","99","Stratum_12"," [count*km2/km2]",107186.494800703,45871.6054124781,0.495072752553913
"1","100","Stratum_12"," [count*km2/km2]",122696.873551552,53599.4794542083,0.517529140226122
"1","101","Stratum_12"," [count*km2/km2]",136409.362881873,62501.9599020159,0.543530536764225
"1","0","Stratum_13"," [count*km2/km2]",49577.0060951437,25678.3872958009,0.698397403643129
"1","1","Stratum_13"," [count*km2/km2]",41605.0569950274,23230.8339544206,0.768531641415984
"1","2","Stratum_13"," [count*km2/km2]",41650.7448595625,22252.322021245,0.715826263550863
"1","3","Stratum_13"," [count*km2/km2]",71833.2838235874,38999.3089882983,0.706891864352392
"1","4","Stratum_13"," [count*km2/km2]",32937.9670746145,18460.5876683446,0.749715783637019
"1","5","Stratum_13"," [count*km2/km2]",24525.644275985,13406.2293246761,0.728789646752849
"1","6","Stratum_13"," [count*km2/km2]",58194.8035748174,31802.0412345927,0.697588328770052
"1","7","Stratum_13"," [count*km2/km2]",40026.1234792366,21841.1691642023,0.698676854034625
"1","8","Stratum_13"," [count*km2/km2]",16976.5032153096,9723.17770750472,0.741080494522691
"1","9","Stratum_13"," [count*km2/km2]",29246.0322576019,15281.5320859055,0.605545632492942
"1","10","Stratum_13"," [count*km2/km2]",28978.8809019533,15816.5668945515,0.687599773326248
"1","11","Stratum_13"," [count*km2/km2]",24194.3423684812,13028.8078178322,0.669702720395259
"1","12","Stratum_13"," [count*km2/km2]",26873.3833560897,13304.9333396163,0.570906461627305
"1","13","Stratum_13"," [count*km2/km2]",34135.7063002973,18852.2715168094,0.639842073827096
"1","14","Stratum_13"," [count*km2/km2]",32109.0973884631,16941.9065112176,0.635521304411299
"1","15","Stratum_13"," [count*km2/km2]",32922.9449472956,16352.6220171902,0.569578682019313
"1","16","Stratum_13"," [count*km2/km2]",45231.9231326961,24552.1928530476,0.630372369024723
"1","17","Stratum_13"," [count*km2/km2]",30196.7224053033,16405.0796741779,0.660962030033277
"1","18","Stratum_13"," [count*km2/km2]",25812.3184019156,13217.2563231342,0.594301249385017
"1","19","Stratum_13"," [count*km2/km2]",34702.5492453118,18935.85087276,0.623647990683189
"1","20","Stratum_13"," [count*km2/km2]",24083.7671640675,13454.8599513264,0.691083694002263
"1","21","Stratum_13"," [count*km2/km2]",49615.9738691972,25562.5193506216,0.569876661588356
"1","22","Stratum_13"," [count*km2/km2]",50347.8711049938,27022.1721270988,0.614764374570029
"1","23","Stratum_13"," [count*km2/km2]",33890.7408369198,18104.9943101747,0.638645651107017
"1","24","Stratum_13"," [count*km2/km2]",29600.2104848972,14880.4801354813,0.574092360829337
"1","25","Stratum_13"," [count*km2/km2]",23431.1262988682,13280.421938292,0.68441456927071
"1","26","Stratum_13"," [count*km2/km2]",25269.2530894569,13586.4396281865,0.649492412867421
"1","27","Stratum_13"," [count*km2/km2]",28886.2852392054,14264.4425640723,0.54860803611918
"1","28","Stratum_13"," [count*km2/km2]",29814.4948842274,16820.1759983755,0.674528222107735
"1","29","Stratum_13"," [count*km2/km2]",33386.422952856,17776.4023003231,0.620587700646211
"1","30","Stratum_13"," [count*km2/km2]",25220.277584234,12609.5046627674,0.561513835053962
"1","31","Stratum_13"," [count*km2/km2]",34965.1389583047,19209.9313915561,0.632783127849352
"1","32","Stratum_13"," [count*km2/km2]",22383.3833947426,12259.5013279313,0.656671414360424
"1","33","Stratum_13"," [count*km2/km2]",26263.4502541112,13582.5967917926,0.58723250721507
"1","34","Stratum_13"," [count*km2/km2]",24743.316546868,13955.8102195906,0.666097961613926
"1","35","Stratum_13"," [count*km2/km2]",18869.5526324352,9968.74251209836,0.643476131650575
"1","36","Stratum_13"," [count*km2/km2]",26220.6753965229,13702.0256928422,0.601438199878742
"1","37","Stratum_13"," [count*km2/km2]",34549.7590934902,18988.297698085,0.63683327301546
"1","38","Stratum_13"," [count*km2/km2]",29353.4691434381,16008.1493556208,0.643974371650628
"1","39","Stratum_13"," [count*km2/km2]",24935.445907764,13706.2843705729,0.606361402345743
"1","40","Stratum_13"," [count*km2/km2]",32778.4256304597,18395.8063290328,0.666847065590072
"1","41","Stratum_13"," [count*km2/km2]",21111.2406577782,11560.4445678128,0.666735395147296
"1","42","Stratum_13"," [count*km2/km2]",29361.3707721102,15033.4766136511,0.589091189671867
"1","43","Stratum_13"," [count*km2/km2]",25076.0579523386,14260.8998660102,0.691860871053061
"1","44","Stratum_13"," [count*km2/km2]",28733.4373373923,15675.657694147,0.65601203336712
"1","45","Stratum_13"," [count*km2/km2]",28008.5288066312,14395.2972660094,0.589299257030945
"1","46","Stratum_13"," [count*km2/km2]",33638.3628034634,18806.3243311706,0.6801484058447
"1","47","Stratum_13"," [count*km2/km2]",34268.6105584807,18466.7474793797,0.655332084958566
"1","48","Stratum_13"," [count*km2/km2]",27259.3992025187,14981.2496265279,0.670775134711357
"1","49","Stratum_13"," [count*km2/km2]",39505.9961480457,21770.5444969956,0.677079988229793
"1","50","Stratum_13"," [count*km2/km2]",43434.1443793465,22998.5176287192,0.634582666264484
"1","51","Stratum_13"," [count*km2/km2]",35291.1213868642,17915.1857427188,0.575985944342799
"1","52","Stratum_13"," [count*km2/km2]",47069.2842068314,25534.1627992605,0.6663688630296
"1","53","Stratum_13"," [count*km2/km2]",39186.1787163878,20594.8893782985,0.643074387831784
"1","54","Stratum_13"," [count*km2/km2]",51267.111847433,24287.2453217819,0.548999323032093
"1","55","Stratum_13"," [count*km2/km2]",56653.1702307909,30468.2312323262,0.668329936402267
"1","56","Stratum_13"," [count*km2/km2]",77417.5635787666,38491.9698245109,0.590320626903956
"1","57","Stratum_13"," [count*km2/km2]",74139.8035719667,33521.8845845376,0.511070534606164
"1","58","Stratum_13"," [count*km2/km2]",82650.4131334893,42420.732468292,0.625878805245083
"1","59","Stratum_13"," [count*km2/km2]",40104.2566052822,20881.3115650146,0.661358117624173
"1","60","Stratum_13"," [count*km2/km2]",75250.5384538373,34449.4133419038,0.512473711157994
"1","61","Stratum_13"," [count*km2/km2]",99989.7206410767,51693.8356827974,0.632922721966453
"1","62","Stratum_13"," [count*km2/km2]",94332.8501673413,45849.1894324208,0.587854314007205
"1","63","Stratum_13"," [count*km2/km2]",92149.5926276598,41522.4393063216,0.526098533044373
"1","64","Stratum_13"," [count*km2/km2]",107148.087880391,54028.847387119,0.624444022169084
"1","65","Stratum_13"," [count*km2/km2]",74979.3035059204,36635.8780213089,0.604580765546154
"1","66","Stratum_13"," [count*km2/km2]",73978.4842110465,32949.0353026402,0.515101026134397
"1","67","Stratum_13"," [count*km2/km2]",89315.3388365421,45865.7142108604,0.640475547014237
"1","68","Stratum_13"," [count*km2/km2]",77648.8168672136,38177.3076241467,0.617657275379999
"1","69","Stratum_13"," [count*km2/km2]",94719.2108181235,42404.3021075901,0.503294996594323
"1","70","Stratum_13"," [count*km2/km2]",107354.571356793,53322.7767937514,0.619201660082333
"1","71","Stratum_13"," [count*km2/km2]",122107.327936938,56123.2815876,0.554939029831535
"1","72","Stratum_13"," [count*km2/km2]",208039.566169417,91043.9786340848,0.490517887637623
"1","73","Stratum_13"," [count*km2/km2]",158161.617967146,76581.6438110037,0.595089520212698
"1","74","Stratum_13"," [count*km2/km2]",130787.450220807,61846.0713889064,0.587454853607463
"1","75","Stratum_13"," [count*km2/km2]",125932.789471518,52774.4576595878,0.483247669204637
"1","76","Stratum_13"," [count*km2/km2]",179806.102071753,81114.317966685,0.550027072874935
"1","77","Stratum_13"," [count*km2/km2]",129572.214615045,62391.0796829973,0.613378367260733
"1","78","Stratum_13"," [count*km2/km2]",437353.611324723,214528.899961264,0.599515462674826
"1","79","Stratum_13"," [count*km2/km2]",154064.830723053,72008.9411589926,0.578043951985321
"1","80","Stratum_13"," [count*km2/km2]",200452.987605239,85641.2135154163,0.501953292724817
"1","81","Stratum_13"," [count*km2/km2]",123041.047450437,50161.1408068971,0.472146012348223
"1","82","Stratum_13"," [count*km2/km2]",204659.943169629,91548.483103265,0.546496369276797
"1","83","Stratum_13"," [count*km2/km2]",132226.559428048,60616.5228946237,0.579977947407946
"1","84","Stratum_13"," [count*km2/km2]",187927.345733186,79675.4458847226,0.482418298467917
"1","85","Stratum_13"," [count*km2/km2]",112666.731073898,57313.3318554957,0.678505462362552
"1","86","Stratum_13"," [count*km2/km2]",160095.7157424,70094.0189601063,0.53644994488678
"1","87","Stratum_13"," [count*km2/km2]",116649.594479312,51729.8588049306,0.507263020299117
"1","88","Stratum_13"," [count*km2/km2]",158345.587323506,76348.0529847765,0.604975995714497
"1","89","Stratum_13"," [count*km2/km2]",150529.742823532,69200.1670812782,0.583413466144458
"1","90","Stratum_13"," [count*km2/km2]",198266.362802319,88839.8955658795,0.554479309879439
"1","91","Stratum_13"," [count*km2/km2]",209093.450086649,100360.38090634,0.604604452881123
"1","92","Stratum_13"," [count*km2/km2]",165372.362213646,80562.1050915068,0.630081948250736
"1","93","Stratum_13"," [count*km2/km2]",201028.199370908,94522.4304416125,0.600439206043239
"1","94","Stratum_13"," [count*km2/km2]",230036.23224206,121849.17889732,0.711202379374954
"1","95","Stratum_13"," [count*km2/km2]",111651.17320864,59561.6072871847,0.754451527874517
"1","96","Stratum_13"," [count*km2/km2]",213822.030013245,104948.990635001,0.632031379674221
"1","97","Stratum_13"," [count*km2/km2]",222607.273868686,122140.934624999,0.75653306688403
"1","98","Stratum_13"," [count*km2/km2]",195554.225402097,104514.525755644,0.730642914821985
"1","99","Stratum_13"," [count*km2/km2]",228048.243703206,112129.468165782,0.620650409702548
"1","100","Stratum_13"," [count*km2/km2]",165652.300527458,92812.4070001989,0.781143641236981
"1","101","Stratum_13"," [count*km2/km2]",169570.9008801,89536.7817537122,0.713428212510957
"1","0","Stratum_14"," [count*km2/km2]",69769.8418759046,33353.1649166869,0.55570138096697
"1","1","Stratum_14"," [count*km2/km2]",8268.09427362645,4814.6050728966,0.764182635215747
"1","2","Stratum_14"," [count*km2/km2]",73673.064789323,35105.4482312007,0.537541669514944
"1","3","Stratum_14"," [count*km2/km2]",57801.7509842321,27815.9138974481,0.536507947105472
"1","4","Stratum_14"," [count*km2/km2]",60034.8939962448,30933.372962349,0.610922050623132
"1","5","Stratum_14"," [count*km2/km2]",29608.4680490407,14783.7481603767,0.56947296505845
"1","6","Stratum_14"," [count*km2/km2]",38446.3932630699,18386.6060747526,0.520643455853864
"1","7","Stratum_14"," [count*km2/km2]",21937.1637596381,12724.3105093868,0.697755699193544
"1","8","Stratum_14"," [count*km2/km2]",42991.7133020799,21608.1237614439,0.557674352125074
"1","9","Stratum_14"," [count*km2/km2]",31857.9110347027,15229.3827777082,0.527363606040886
"1","10","Stratum_14"," [count*km2/km2]",33614.9351835005,17951.340191619,0.615908756562686
"1","11","Stratum_14"," [count*km2/km2]",23721.5893657038,11954.4375312191,0.565578675829619
"1","12","Stratum_14"," [count*km2/km2]",45152.0154675716,21174.9882896803,0.501206830432279
"1","13","Stratum_14"," [count*km2/km2]",35603.5146200246,19741.6541964098,0.64973031587069
