"Year","Season","Stratum","centroid_longitude","centroid_latitude","centroid_latitude_Median","centroid_longitude_Median","centroid_latitude_Quantile_05","centroid_longitude_Quantile_05","centroid_latitude_Quantile_95","centroid_longitude_Quantile_95"
2011,"Summer","Canada",-62.354846195805,43.7194882946067,43.3355534173018,-62.4748827549834,42.4029568648659,-66.7536117287496,46.7390665230377,-56.1770690851281
2011,"Summer","USA",-68.5812049411681,43.4053314295444,43.6961248423044,-68.6136429203861,41.3833784479033,-70.2840243837087,44.2567797930415,-67.4383065846635
2012,"Fall","Canada",-60.9886045656933,44.2085143349335,43.9883957179387,-61.2073015915637,42.6233315000775,-66.7628362248075,46.9895843093062,-51.1335296888456
2012,"Fall","USA",-68.6590572072963,43.3969376490419,43.6961248423044,-68.6570368287933,41.58469549706,-70.2982746673625,44.2568204237271,-67.4729157217829
2012,"Spring","Canada",-60.7684020876301,44.1125537402131,43.9765483882082,-61.4358040740824,42.5629590357605,-66.74699257352,46.963859459413,-50.6331542835821
2012,"Spring","USA",-68.7475267958247,43.4058661395829,43.6961248423044,-68.6570368287933,41.5997765342258,-70.3134935699051,44.2564170518368,-67.4729504685304
2012,"Summer","Canada",-61.9483482293375,44.1215390653431,43.8957137833756,-62.1822229459259,42.4313569991468,-66.7469876948201,47.1816407982099,-53.6575260458418
2012,"Summer","USA",-68.7176969747561,43.3243688365989,43.6644239317582,-68.6570368287933,41.3611796000272,-70.3338307296084,44.2562201361696,-67.4729484813912
2013,"Fall","Canada",-60.0604446096671,44.3637534228973,44.2331108835562,-60.2215240774618,42.6235890917727,-66.7285130046813,47.2146306715491,-50.5597438501641
2013,"Fall","USA",-68.5951047302709,43.4116412382874,43.7270355196086,-68.6136429203861,41.4277788588876,-70.2852457417318,44.2567228396658,-67.4708299819415
2013,"Spring","Canada",-60.6297699884441,44.2447799194937,44.064296996241,-60.8951132235962,42.5795975159831,-66.7287789748082,46.9905604637138,-51.1631553404606
2013,"Spring","USA",-68.6982539013523,43.2943561299256,43.6961248423044,-68.6570368287933,41.3583200017143,-70.3124029809974,44.2560189835153,-67.4389347060007
2013,"Summer","Canada",-60.6767731665932,44.4094686000464,44.2009341986261,-60.8513894442833,42.6067463868484,-66.7096901158339,47.2153778714643,-50.9743091053585
2013,"Summer","USA",-68.6992877820942,43.2739582616135,43.6644239317582,-68.6570368287933,41.2013110091673,-70.3322376507591,44.2563501741866,-67.4723980272584
2014,"Fall","Canada",-59.9498482779598,44.4205062685037,44.2666148227242,-59.9243259044931,42.6694136617798,-66.7280192153212,47.2126783754984,-50.9165305630932
2014,"Fall","USA",-68.6886487889832,43.2927084621046,43.6644239317582,-68.6570368287933,41.3648044424672,-70.28010237297,44.256264097609,-67.4729002392189
2014,"Spring","Canada",-60.7274379263184,44.2302471117325,44.1177133451741,-61.1913841415784,42.5861418978216,-66.7200361357202,47.1720530828015,-51.8037233987239
2014,"Spring","USA",-68.601705265464,43.3915704478108,43.6961248423044,-68.6136429203861,41.3906315845946,-70.1539195673555,44.2568028492734,-67.4382517739089
2014,"Summer","Canada",-59.9893449091713,44.3147147719825,44.1745092523611,-59.9689090351735,42.6563072283975,-66.6740779293778,47.1689280991619,-50.7937060044294
2014,"Summer","USA",-68.6372693880165,43.3249550605189,43.6961248423044,-68.6136429203861,41.2061851722959,-70.2980205958649,44.2566403799441,-67.4389416472791
2015,"Fall","Canada",-59.8551471476172,44.412502830263,44.2597944582447,-59.9575681254479,42.610049608183,-66.6053359104895,47.2155226280819,-50.585025415285
2015,"Fall","USA",-68.7296459465342,43.3287616111831,43.6319363774258,-68.6570368287933,41.3863314444557,-70.249476045617,44.2559546316923,-67.4731635468364
2015,"Spring","Canada",-60.317355042606,44.3070128046591,44.1745092523611,-60.2215240774618,42.5627765196713,-66.7204034978612,47.2125833501099,-51.1413176590244
2015,"Spring","USA",-68.7917503118835,43.1003464236163,43.3789036661656,-68.8298471155993,41.1649495346847,-70.3453835211937,44.2285416635068,-67.4378394868366
2015,"Summer","Canada",-61.1091579247481,44.3053737067702,44.1745092523611,-61.2396974260259,42.6055698931547,-66.748773156519,47.2098349383592,-51.4487320533337
2015,"Summer","USA",-68.7384870298969,43.2088214287305,43.5646160835123,-68.6570368287933,41.1464602081564,-70.3341357930826,44.2285992085722,-67.438951090777
2016,"Fall","Canada",-59.8972890459254,44.3984273290327,44.2597944582447,-60.1028849068022,42.6308669903793,-66.7312785837524,47.2141431906354,-49.9694502853668
2016,"Fall","USA",-68.6898550647705,43.2895554371014,43.6319363774258,-68.6570368287933,41.3618486610649,-70.2915806393768,44.256008729598,-67.4386219015375
2016,"Spring","Canada",-59.8489713453539,44.3214279037735,44.2597944582447,-60.0772054175306,42.6254199008625,-66.5898321492887,46.7315221256262,-51.6634833029731
2016,"Spring","USA",-68.6693585911545,43.2211567467369,43.6319363774258,-68.6570368287933,41.1448478433234,-70.1949766956193,44.2561706908571,-67.4729280741926
2016,"Summer","Canada",-61.1875349335164,44.2078484385741,44.2009341986261,-61.2234051432512,42.5857204208372,-66.5462063482792,46.9905655063743,-53.9746459003028
2016,"Summer","USA",-68.7197967764849,43.2310912459556,43.5986658466598,-68.6570368287933,41.1459348269233,-70.3309481704578,44.2561226273188,-67.473018760684
2017,"Fall","Canada",-59.5029379405758,44.4702254193242,44.2666148227242,-59.9134993716449,42.6541678105777,-66.5320619483793,47.215563627955,-50.5302121962748
2017,"Fall","USA",-68.7722758391472,43.173034066178,43.4756206608786,-68.6570368287933,41.1678060128307,-70.3433499416283,44.2559483891384,-67.472953804071
2017,"Spring","Canada",-59.4599997589566,44.3072715419305,44.2009341986261,-59.9463585105774,42.610085928981,-66.5261009551732,47.1814922885605,-49.4148133338258
2017,"Spring","USA",-68.7355198019026,43.0853496644185,43.4441613634692,-68.7868685215416,40.958525160626,-70.3010466683187,44.2562089391911,-67.436317936625
2017,"Summer","Canada",-60.0347339580415,44.4345501874393,44.2858521485587,-60.8371488010445,42.7152441718966,-66.4880867141614,47.1810251567177,-51.15867594516
2017,"Summer","USA",-68.7380484335968,43.1678035366111,43.5361824346027,-68.6570368287933,41.048293169898,-70.3365540254862,44.2560485573555,-67.4729139130766
2018,"Fall","Canada",-58.7562608899961,44.4686761863079,44.2725784784078,-59.331858737383,42.6700099778502,-66.4774258146802,47.2146034586238,-50.5299896642365
2018,"Fall","USA",-68.6204069113374,43.3292172947879,43.6961248423044,-68.6136429203861,41.2037835610989,-70.2934330980941,44.2562748836066,-67.4729114201612
2018,"Spring","Canada",-59.3700019206525,44.4315834732097,44.2853225636869,-59.6248327880473,42.5785872445293,-66.575436188618,47.2153966448102,-50.3071950892491
2018,"Spring","USA",-68.6099396260747,43.3427371355486,43.7270355196086,-68.6136429203861,41.1650216520608,-70.1338017490975,44.2564428005943,-67.4729016240856
