"Year","Season","Stratum","Dist_Mean","Dist_Med","Dist_Q5","Dist_Q95"
2017,"Fall","CapeCod",183.526239771871,186.70752854484,259.909841175371,140.293872194279
2017,"Fall","EGOM",73.7578230512583,77.3316203057682,122.406103764593,17.5283939414802
2017,"Fall","GBTail",1348.080161458,1355.09415000466,1198.89074759658,1449.49041168825
2017,"Fall","Georges",32.448581453443,42.3500034415901,85.9211951750451,99.1224630896636
2017,"Fall","GrandBanks",1119.20014300558,1126.06913804973,1001.70329018557,1223.36557727736
2017,"Fall","Gully",658.330364488456,672.197264798272,520.645926601135,804.194941173152
2017,"Fall","HaliChan",951.946367398971,928.909066057722,856.112247752469,1077.59278399238
2017,"Fall","Nantucket",205.652353267281,205.097532664073,283.175357834405,150.641054427617
2017,"Fall","Sable",483.255212662396,482.396004325329,351.77966038522,594.836320250613
2017,"Spring","BOF",51.4768893906041,56.8216804457573,18.2630268860918,126.186977854216
2017,"Spring","Browns",162.374520641524,168.030873924223,50.0367979513293,256.268487018418
2017,"Spring","CapeBreton",618.922658213328,609.220123282193,546.391757142595,708.699455932692
2017,"Spring","CapeCod",177.647138922729,182.87430189217,259.827782577575,134.109721488111
2017,"Spring","EGOM",75.1608321612929,87.8870551216142,122.507149941821,16.2794677579843
2017,"Spring","GBTail",1379.24290926318,1413.22642810327,1229.36848438965,1443.36642795891
2017,"Spring","Georges",33.1533122006122,42.3500034415901,82.595645529763,99.6911789687402
2017,"Spring","GrandBanks",1115.31553326864,1105.45290093256,1001.92545092071,1230.70622141151
2017,"Spring","Gully",662.905267443334,672.197264798272,525.193429613685,804.209371706113
2017,"Spring","HaliChan",953.370818819748,936.557919236784,850.522711556726,1073.58065382137
2017,"Spring","Nantucket",212.784667064468,201.921503431024,316.258835651742,149.402681469263
2017,"Spring","Sable",475.266154617661,469.309626036362,346.362403826934,594.454665952558
2017,"Summer","BOF",55.3511635865104,39.2482568612834,19.769321145164,148.646420444146
2017,"Summer","Browns",165.098096073612,170.705159022223,49.7864633420304,256.933229882962
2017,"Summer","CapeBreton",623.193850511082,615.743209059784,545.985893874603,708.956708310876
2017,"Summer","CapeCod",181.72056417306,186.70752854484,260.544986184522,138.983168651971
