"Year","Season","Dist_Mean","Dist_Med","Dist_Q5","Dist_Q95"
2017,"Summer",510.230342729373,456.849912830232,7.97860393304595,1239.15399581816
2018,"Fall",692.941283323771,668.630267383376,52.1001047087365,1292.70780575835
2018,"Spring",640.164954020775,635.007378477716,31.1486603039834,1295.04512717332
2018,"Summer",628.784169616952,617.118102860529,49.8743336388543,1293.10683365694
2019,"Fall",684.208479983451,652.502681208979,53.8166588678253,1336.58159848553
2019,"Spring",670.138798036137,633.63118793697,52.3101007395334,1301.46511085122
2019,"Summer",469.882713860134,459.103239823092,7.75036770169751,1235.8269966425
2020,"Fall",648.726959329911,634.482608946393,50.8324359010058,1293.14172539348
2020,"Spring",660.528318056359,621.675994042931,18.5518604585579,1342.73903437827
2020,"Summer",493.395939400057,596.099173435333,4.7295822785992,1144.83097604474
2021,"Fall",543.458137305456,632.906672686391,29.7525892500848,1299.74119438394
2021,"Spring",522.666817561325,628.801175820212,6.09707813553073,1197.58729912472
2021,"Summer",722.848916910713,679.487646700383,54.9376834954759,1340.55175019699
2022,"Fall",710.859432948308,673.476944945072,55.431000975951,1337.31726289953
2022,"Spring",654.488260548159,645.820207256682,18.8485574761808,1303.22405097494
2022,"Summer",686.049200884633,666.515462929755,52.2430038469123,1329.47206904428
2023,"Fall",693.318761566809,668.641701168109,45.9828897381776,1315.31316436634
2023,"Spring",632.535394836084,613.692286264536,18.1933930933538,1296.48750029326
2023,"Summer",505.716013397875,616.394511271525,27.4586308211447,1270.1145682022
